Id,Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Size,Year Built,Council Area,Latitude,Longtitude,Region Name
193,Alphington,House,330000,Passed In,Nelson,2017-06-24,1,1,1,60,1970,Darebin City Council,-37.78469,145.03239,Northern Metropolitan
194,Alphington,House,1170000,Sold,Jellis,2017-09-09,3,1,1,268,1994,Darebin City Council,-37.7753,145.0267,Northern Metropolitan
195,Alphington,House,1550000,Passed In,Miles,2017-10-14,3,1,2,595,1940,Darebin City Council,-37.77112,145.02893,Northern Metropolitan
196,Alphington,House,1757000,Sold,Jellis,2017-10-21,4,1,2,519,1920,Darebin City Council,-37.78236,145.03205,Northern Metropolitan
197,Alphington,House,2420000,Passed In,Nelson,2018-03-03,4,2,3,1134,1962,Darebin City Council,-37.78598,145.03305,Northern Metropolitan
198,Alphington,House,1575000,Passed In,Jellis,2018-03-10,4,2,1,471,1925,Darebin City Council,-37.77984,145.02149,Northern Metropolitan
199,Altona,Townhouse,720000,Sold,hockingstuart,2016-02-04,2,1,2,292,2013,Hobsons Bay City Council,-37.8687,144.8197,Western Metropolitan
200,Altona,House,678000,Sold,hockingstuart,2016-04-16,3,1,2,606,1950,Hobsons Bay City Council,-37.8608,144.8124,Western Metropolitan
201,Altona,Unit,577000,Sold,Williams,2016-04-23,3,2,1,205,2007,Hobsons Bay City Council,-37.8684,144.815,Western Metropolitan
202,Altona,House,660000,Passed In,Greg,2016-05-07,3,1,1,602,1955,Hobsons Bay City Council,-37.8616,144.8116,Western Metropolitan
203,Altona,House,635000,Sold,Sweeney,2016-05-14,3,1,4,625,1960,Hobsons Bay City Council,-37.8611,144.8114,Western Metropolitan
204,Altona,House,1780000,Sold Prior,Greg,2016-06-04,4,3,6,1057,1962,Hobsons Bay City Council,-37.8681,144.819,Western Metropolitan
205,Altona,Unit,580000,Passed In,Biggin,2016-07-16,2,2,1,175,2013,Hobsons Bay City Council,-37.8687,144.8268,Western Metropolitan
206,Altona,House,931000,Sold,Sweeney,2016-08-28,4,2,3,532,1970,Hobsons Bay City Council,-37.8637,144.8365,Western Metropolitan
207,Altona,House,520000,Passed In,Greg,2016-09-03,3,2,1,352,2015,Hobsons Bay City Council,-37.87,144.825,Western Metropolitan
208,Altona,Unit,510000,Sold,Village,2016-09-10,2,1,1,127,1990,Hobsons Bay City Council,-37.8686,144.8182,Western Metropolitan
209,Altona,Unit,425000,Sold,hockingstuart,2016-09-10,2,1,2,115,1980,Hobsons Bay City Council,-37.871,144.8185,Western Metropolitan
210,Altona,House,1335000,Sold,hockingstuart,2016-10-08,3,1,4,777,1953,Hobsons Bay City Council,-37.8697,144.8249,Western Metropolitan
211,Altona,Townhouse,800000,Sold Prior,hockingstuart,2016-10-08,3,2,2,280,1997,Hobsons Bay City Council,-37.8734,144.8143,Western Metropolitan
212,Altona,House,857000,Sold Prior,hockingstuart,2016-11-27,2,2,1,675,1950,Hobsons Bay City Council,-37.8653,144.8129,Western Metropolitan
213,Altona,House,1525000,Sold,Greg,2016-12-03,5,3,3,729,2005,Hobsons Bay City Council,-37.8721,144.8105,Western Metropolitan
214,Altona,House,845000,Sold,hockingstuart,2017-02-11,4,1,2,745,1950,Hobsons Bay City Council,-37.8658,144.8155,Western Metropolitan
215,Altona,House,840000,Sold Prior,Greg,2017-03-18,3,2,2,534,1965,Hobsons Bay City Council,-37.86,144.8245,Western Metropolitan
216,Altona,Townhouse,597500,Sold,hockingstuart,2017-04-22,2,1,2,178,2009,Hobsons Bay City Council,-37.8701,144.8209,Western Metropolitan
217,Altona,House,1480000,Sold Prior,Greg,2017-05-13,5,3,4,725,1980,Hobsons Bay City Council,-37.8712,144.8107,Western Metropolitan
218,Altona,Unit,540000,Sold Prior,hockingstuart,2017-06-03,2,1,1,132,1980,Hobsons Bay City Council,-37.86444,144.82304,Western Metropolitan
219,Altona,Unit,670000,Sold,Sweeney,2017-06-17,3,2,1,284,1988,Hobsons Bay City Council,-37.86066,144.82013,Western Metropolitan
220,Altona,Townhouse,765000,Sold,Williams,2017-06-17,3,2,2,200,2007,Hobsons Bay City Council,-37.86837,144.81502,Western Metropolitan
221,Altona,Townhouse,815000,Sold,hockingstuart,2017-07-15,3,2,2,159,2014,Hobsons Bay City Council,-37.86472,144.82929,Western Metropolitan
222,Altona,Townhouse,820000,Sold Prior,hockingstuart,2017-07-22,4,2,2,288,1970,Hobsons Bay City Council,-37.87171,144.81273,Western Metropolitan
223,Altona,House,913000,Sold,Greg,2017-09-03,3,2,3,530,1985,Hobsons Bay City Council,-37.8614,144.81931,Western Metropolitan
224,Altona,Unit,458000,Sold Prior,hockingstuart,2017-09-09,2,1,1,63,1975,Hobsons Bay City Council,-37.86933,144.81704,Western Metropolitan
225,Altona,House,940000,Sold,Greg,2017-10-07,3,1,2,534,1940,Hobsons Bay City Council,-37.85993,144.8176,Western Metropolitan
226,Altona,House,970000,Sold,Williams,2018-02-10,3,2,2,534,1988,Hobsons Bay City Council,-37.87106,144.80523,Western Metropolitan
227,Altona Meadows,Unit,440500,Sold,Greg,2017-07-15,3,1,1,205,1990,Hobsons Bay City Council,-37.88995,144.78505,Western Metropolitan
228,Altona Meadows,House,620000,Sold,hockingstuart,2017-07-22,3,1,2,466,1975,Hobsons Bay City Council,-37.87019,144.7843,Western Metropolitan
229,Altona Meadows,House,810000,Sold Prior,Purplebricks,2017-08-12,4,2,2,749,1989,Hobsons Bay City Council,-37.88413,144.79033,Western Metropolitan
230,Altona Meadows,House,750000,Sold,YPA,2017-09-23,4,2,2,636,1996,Hobsons Bay City Council,-37.87941,144.76935,Western Metropolitan
231,Altona Meadows,House,417000,Sold,Barry Plant,2017-10-21,4,2,2,591,1988,Hobsons Bay City Council,-37.88306,144.77419,Western Metropolitan
232,Altona Meadows,Townhouse,541500,Sold Prior,Ray,2017-11-18,3,2,1,194,2002,Hobsons Bay City Council,-37.8726,144.7814,Western Metropolitan
233,Altona Meadows,House,820000,Sold Prior,Sweeney,2017-11-18,4,2,5,808,1970,Hobsons Bay City Council,-37.878,144.7896,Western Metropolitan
234,Altona Meadows,House,718000,Sold,Barry Plant,2018-01-06,3,2,4,560,1990,Hobsons Bay City Council,-37.8879,144.77873,Western Metropolitan
235,Altona Meadows,House,783000,Sold,Barry Plant,2018-02-17,4,2,2,489,2000,Hobsons Bay City Council,-37.87536,144.77117,Western Metropolitan
236,Altona Meadows,House,632500,Sold,Barry Plant,2018-02-24,3,1,4,530,1980,Hobsons Bay City Council,-37.88698,144.78551,Western Metropolitan
237,Altona Meadows,House,761000,Sold,Reliance,2018-03-10,4,2,2,503,1990,Hobsons Bay City Council,-37.87774,144.77313,Western Metropolitan
238,Altona North,House,588000,Sold,Williams,2016-05-07,3,1,1,328,1970,Hobsons Bay City Council,-37.838,144.8555,Western Metropolitan
239,Altona North,House,675000,Sold,hockingstuart,2016-05-14,3,2,2,171,2012,Hobsons Bay City Council,-37.8337,144.8554,Western Metropolitan
240,Altona North,House,683000,Sold,FN,2016-06-04,3,1,2,534,1967,Hobsons Bay City Council,-37.8284,144.8355,Western Metropolitan
241,Altona North,House,728500,Sold,Jas,2016-08-22,3,1,1,531,1960,Hobsons Bay City Council,-37.8277,144.8385,Western Metropolitan
242,Altona North,House,931000,Sold,hockingstuart,2016-08-22,3,2,1,590,1950,Hobsons Bay City Council,-37.8382,144.8649,Western Metropolitan
243,Altona North,House,988000,Sold,Sweeney,2016-08-22,3,1,4,715,2008,Hobsons Bay City Council,-37.8423,144.8632,Western Metropolitan
244,Altona North,Unit,292000,Sold,Jas,2016-08-28,2,1,1,153,1970,Hobsons Bay City Council,-37.8332,144.8649,Western Metropolitan
245,Altona North,House,1085000,Sold,FN,2016-09-03,5,3,6,592,1965,Hobsons Bay City Council,-37.8388,144.8567,Western Metropolitan
246,Altona North,House,781000,Sold,Jas,2016-09-03,3,1,2,533,1970,Hobsons Bay City Council,-37.8291,144.835,Western Metropolitan
247,Altona North,House,875000,Sold Prior,Jas,2016-10-08,3,1,4,559,1965,Hobsons Bay City Council,-37.8448,144.8529,Western Metropolitan
248,Altona North,House,708000,Sold,Greg,2016-10-15,3,1,2,585,1960,Hobsons Bay City Council,-37.8258,144.8523,Western Metropolitan
249,Altona North,House,710000,Passed In,Village,2016-11-07,3,1,3,540,1960,Hobsons Bay City Council,-37.8294,144.8378,Western Metropolitan
250,Altona North,House,1200000,Sold Prior,RT,2016-11-27,4,1,4,633,1960,Hobsons Bay City Council,-37.8375,144.8541,Western Metropolitan
251,Altona North,House,815000,Sold,hockingstuart,2017-02-25,3,2,3,555,1960,Hobsons Bay City Council,-37.8318,144.8388,Western Metropolitan
252,Altona North,Townhouse,421000,Sold,hockingstuart,2017-03-04,2,1,1,77,2009,Hobsons Bay City Council,-37.8351,144.8529,Western Metropolitan
253,Altona North,Townhouse,640000,Sold,Williams,2017-03-11,2,1,1,252,1965,Hobsons Bay City Council,-37.8397,144.8602,Western Metropolitan
254,Altona North,House,910000,Sold,hockingstuart,2017-04-29,3,1,3,535,1970,Hobsons Bay City Council,-37.8322,144.8399,Western Metropolitan
255,Altona North,House,870000,Sold,hockingstuart,2017-06-17,3,1,4,559,1950,Hobsons Bay City Council,-37.8399,144.86228,Western Metropolitan
256,Altona North,House,900000,Sold,Greg,2017-07-01,3,1,2,672,1960,Hobsons Bay City Council,-37.8265,144.84386,Western Metropolitan
257,Altona North,House,830000,Sold Prior,RT,2017-07-22,3,2,2,529,1965,Hobsons Bay City Council,-37.84107,144.84179,Western Metropolitan
258,Altona North,House,805000,Sold,Sweeney,2017-07-22,4,2,5,562,1950,Hobsons Bay City Council,-37.84384,144.84637,Western Metropolitan
259,Altona North,House,510000,Sold,Sweeney,2017-07-22,2,1,1,170,2001,Hobsons Bay City Council,-37.83658,144.86199,Western Metropolitan
260,Altona North,House,791000,Sold,Jas,2017-08-26,3,1,4,553,1960,Hobsons Bay City Council,-37.84484,144.85017,Western Metropolitan
261,Altona North,House,1070000,Passed In,RT,2017-09-03,3,1,3,693,1950,Hobsons Bay City Council,-37.83511,144.84905,Western Metropolitan
262,Altona North,House,840000,Sold Prior,FN,2017-11-11,3,1,3,535,1970,Hobsons Bay City Council,-37.8279,144.8379,Western Metropolitan
263,Altona North,House,835000,Sold,RT,2017-12-09,3,2,3,534,1970,Hobsons Bay City Council,-37.83748,144.84446,Western Metropolitan
264,Altona North,House,860000,Sold,Sweeney,2017-12-09,3,1,5,537,1960,Hobsons Bay City Council,-37.8308,144.83765,Western Metropolitan
265,Altona North,House,860000,Sold,Greg,2018-02-24,3,2,2,323,2016,Hobsons Bay City Council,-37.83015,144.85064,Western Metropolitan
266,Altona North,House,700000,Sold Prior,hockingstuart,2018-03-03,3,1,2,441,1975,Hobsons Bay City Council,-37.8454,144.84711,Western Metropolitan
267,Altona North,House,750000,Sold,Greg,2018-03-17,3,1,3,557,1970,Hobsons Bay City Council,-37.84061,144.84692,Western Metropolitan
268,Ardeer,House,627000,Sold,Barry Plant,2017-07-29,3,1,2,697,1960,Brimbank City Council,-37.77713,144.79746,Western Metropolitan
269,Ardeer,House,730000,Sold Prior,HAR,2017-08-19,3,2,2,739,1970,Brimbank City Council,-37.77245,144.8001,Western Metropolitan
270,Ardeer,House,615000,Sold,Barry Plant,2017-10-14,3,1,3,642,1970,Brimbank City Council,-37.7753,144.7994,Western Metropolitan
271,Ardeer,House,650000,Passed In,hockingstuart,2017-10-28,3,1,3,604,1946,Brimbank City Council,-37.78127,144.79761,Western Metropolitan
272,Ardeer,House,740000,Sold,Barry Plant,2017-12-09,4,2,2,602,1970,Brimbank City Council,-37.7789,144.80517,Western Metropolitan
273,Ardeer,House,624000,Sold,Barry Plant,2018-03-03,4,1,4,601,1970,Brimbank City Council,-37.77881,144.80431,Western Metropolitan
274,Armadale,Unit,735000,Passed In,Marshall,2016-05-07,3,2,1,2113,1970,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan
275,Armadale,House,1900000,Sold,Marshall,2016-05-22,3,1,2,328,1900,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan
276,Armadale,House,3000000,Passed In,Jellis,2016-06-04,4,2,2,1581,1934,Stonnington City Council,-37.858,145.0111,Southern Metropolitan
277,Armadale,House,1300000,Passed In,Jellis,2016-06-18,2,1,2,212,1900,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan
278,Armadale,House,5525000,Sold,Marshall,2016-09-17,5,3,4,1491,1935,Stonnington City Council,-37.8602,145.013,Southern Metropolitan
279,Armadale,House,1435000,Sold Prior,Jellis,2016-10-08,2,2,1,144,1900,Stonnington City Council,-37.8564,145.0228,Southern Metropolitan
280,Armadale,House,1800000,Passed In,RT,2016-10-15,3,2,2,405,1910,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan
281,Armadale,House,2200000,Passed In,Jellis,2016-10-15,4,1,2,495,1900,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan
282,Armadale,House,1210000,Sold,Marshall,2016-11-12,2,1,0,249,1910,Stonnington City Council,-37.8543,145.016,Southern Metropolitan
283,Armadale,House,2801000,Sold,Marshall,2016-11-12,4,2,2,624,1900,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan
284,Armadale,House,3625000,Sold,Jellis,2016-11-27,4,1,2,709,1900,Stonnington City Council,-37.8574,145.016,Southern Metropolitan
285,Armadale,House,4200000,Passed In,Kay,2016-11-27,4,3,3,563,2000,Stonnington City Council,-37.8582,145.0138,Southern Metropolitan
286,Armadale,Townhouse,1101000,Sold,Jellis,2016-11-27,3,1,2,103,2000,Stonnington City Council,-37.8542,145.0135,Southern Metropolitan
287,Armadale,House,3512500,Sold,Marshall,2016-11-27,3,2,2,617,1998,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan
288,Armadale,Townhouse,1205000,Sold,Jellis,2016-12-03,3,2,2,101,2000,Stonnington City Council,-37.854,145.0135,Southern Metropolitan
289,Armadale,House,1939000,Sold,Jellis,2016-12-03,3,2,2,296,1889,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan
290,Armadale,Unit,710000,Sold,Jellis,2017-02-25,2,1,1,2471,1970,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan
291,Armadale,Unit,872000,Sold,Jellis,2017-02-25,2,1,1,1194,1953,Stonnington City Council,-37.8604,145.0147,Southern Metropolitan
292,Armadale,House,1285000,Sold,Marshall,2017-02-25,3,1,2,186,1920,Stonnington City Council,-37.8554,145.0173,Southern Metropolitan
293,Armadale,House,1870000,Sold,Hodges,2017-03-04,3,1,1,217,1888,Stonnington City Council,-37.8592,145.0182,Southern Metropolitan
294,Armadale,House,2050000,Sold,Marshall,2017-03-04,3,2,1,205,1910,Stonnington City Council,-37.8574,145.0281,Southern Metropolitan
295,Armadale,Unit,852000,Sold,Woodards,2017-04-22,2,1,1,869,1980,Stonnington City Council,-37.8603,145.0224,Southern Metropolitan
296,Armadale,Unit,1635000,Sold,Jellis,2017-05-20,3,2,2,1803,2011,Stonnington City Council,-37.8544,145.0164,Southern Metropolitan
297,Armadale,Unit,410000,Passed In,hockingstuart,2017-05-27,2,1,0,1097,1967,Stonnington City Council,-37.85549,145.0163,Southern Metropolitan
298,Armadale,House,1850000,Passed In,Jellis,2017-05-27,3,2,2,348,1952,Stonnington City Council,-37.85862,145.01676,Southern Metropolitan
299,Armadale,House,2385000,Sold,Marshall,2017-06-03,3,1,0,256,1910,Stonnington City Council,-37.85911,145.01783,Southern Metropolitan
300,Armadale,House,3200000,Passed In,Kay,2017-06-17,4,4,2,847,1935,Stonnington City Council,-37.85938,145.01087,Southern Metropolitan
301,Armadale,House,1480000,Sold Prior,Jellis,2017-08-12,2,1,2,369,1925,Stonnington City Council,-37.85459,145.02147,Southern Metropolitan
302,Armadale,Unit,821000,Sold,hockingstuart,2017-08-12,2,2,1,3093,2006,Stonnington City Council,-37.86165,145.02148,Southern Metropolitan
303,Armadale,House,1460000,Sold,Jellis,2017-08-19,2,1,1,181,1930,Stonnington City Council,-37.8542,145.01506,Southern Metropolitan
304,Armadale,House,1726000,Sold,Marshall,2017-08-19,2,2,2,269,1910,Stonnington City Council,-37.85425,145.01545,Southern Metropolitan
305,Armadale,House,4060000,Sold,Marshall,2017-08-26,4,2,1,574,1910,Stonnington City Council,-37.86325,145.02422,Southern Metropolitan
306,Armadale,House,5100000,Sold,Marshall,2017-09-03,4,2,2,761,1900,Stonnington City Council,-37.85249,145.02091,Southern Metropolitan
307,Armadale,Townhouse,1715000,Sold Prior,Marshall,2017-09-16,3,3,1,1889,1920,Stonnington City Council,-37.86109,145.01994,Southern Metropolitan
308,Armadale,House,3000000,Passed In,Kay,2017-09-23,4,3,2,474,1915,Stonnington City Council,-37.86345,145.02454,Southern Metropolitan
309,Armadale,House,1895000,Sold,Marshall,2017-10-14,3,1,2,387,1915,Stonnington City Council,-37.86106,145.02513,Southern Metropolitan
310,Armadale,House,1800000,Passed In,Jellis,2017-10-28,3,2,1,167,1910,Stonnington City Council,-37.85469,145.01826,Southern Metropolitan
311,Armadale,House,4250000,Passed In,Marshall,2018-02-24,4,3,2,550,1890,Stonnington City Council,-37.8604,145.01852,Southern Metropolitan
312,Armadale,House,1899000,Sold,RT,2018-03-17,3,2,2,263,1930,Stonnington City Council,-37.85137,145.0158,Southern Metropolitan
313,Ascot Vale,House,1640000,Sold,Raine,2016-04-16,4,3,2,562,1890,Moonee Valley City Council,-37.782,144.903,Western Metropolitan
314,Ascot Vale,House,1430000,Sold,Nelson,2016-04-16,4,2,1,461,1900,Moonee Valley City Council,-37.78,144.9295,Western Metropolitan
315,Ascot Vale,Unit,610000,Sold Prior,Brad,2016-04-16,2,1,1,301,1995,Moonee Valley City Council,-37.7791,144.914,Western Metropolitan
316,Ascot Vale,House,940000,Sold,Nelson,2016-04-16,3,3,1,491,1950,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan
317,Ascot Vale,House,1130000,Sold,Nelson,2016-04-23,3,2,1,272,1900,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan
318,Ascot Vale,House,970000,Sold,Brad,2016-05-07,3,1,2,350,1904,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan
319,Ascot Vale,House,751000,Passed In,Nelson,2016-05-07,2,1,1,118,1890,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan
320,Ascot Vale,House,950000,Sold Prior,Raine,2016-05-07,2,1,1,173,1900,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan
321,Ascot Vale,House,1340000,Sold,Nelson,2016-05-14,3,2,2,683,1978,Moonee Valley City Council,-37.775,144.932,Western Metropolitan
322,Ascot Vale,House,955000,Sold,Brad,2016-05-14,3,1,1,263,1910,Moonee Valley City Council,-37.7753,144.9116,Western Metropolitan
323,Ascot Vale,House,1430000,Sold,Nelson,2016-05-22,4,2,0,418,1900,Moonee Valley City Council,-37.7766,144.9187,Western Metropolitan
324,Ascot Vale,House,1305000,Sold,Barry Plant,2016-05-28,2,1,1,278,1900,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan
325,Ascot Vale,House,971000,Sold Prior,Nelson,2016-06-04,3,2,2,285,1900,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan
326,Ascot Vale,House,710000,Passed In,Nelson,2016-06-04,2,1,1,214,1890,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan
327,Ascot Vale,House,2425000,Passed In,Brad,2016-06-04,6,3,2,1014,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan
328,Ascot Vale,Townhouse,705000,Sold,Brad,2016-06-18,2,2,1,113,1998,Moonee Valley City Council,-37.7712,144.9088,Western Metropolitan
329,Ascot Vale,House,705000,Passed In,Nelson,2016-06-27,2,1,3,252,1910,Moonee Valley City Council,-37.7825,144.9206,Western Metropolitan
330,Ascot Vale,House,760000,Passed In,Nelson,2016-06-27,2,1,1,124,1900,Moonee Valley City Council,-37.7807,144.9285,Western Metropolitan
331,Ascot Vale,House,890000,Sold Prior,Brad,2016-07-16,3,1,1,242,1920,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan
332,Ascot Vale,House,940000,Sold,Jellis,2016-07-26,3,2,2,285,2011,Moonee Valley City Council,-37.7778,144.9061,Western Metropolitan
333,Ascot Vale,House,995000,Sold,Nelson,2016-07-26,3,2,1,314,2010,Moonee Valley City Council,-37.7778,144.9042,Western Metropolitan
334,Ascot Vale,House,786000,Sold,Brad,2016-07-26,3,2,1,576,1940,Moonee Valley City Council,-37.7816,144.9217,Western Metropolitan
335,Ascot Vale,House,1705000,Sold,Jellis,2016-07-30,4,2,4,598,2012,Moonee Valley City Council,-37.7774,144.9104,Western Metropolitan
336,Ascot Vale,House,1053000,Sold,Nelson,2016-08-06,2,1,1,269,1900,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan
